player_female_club	attack	back	20	0	128	128	64	96	48	fs_player_female_club_attack_back_00_f6bec02145	fs_player_female_club_attack_back_01_481fc7c92a	fs_player_female_club_attack_back_02_7c909ccd2a	fs_player_female_club_attack_back_03_8345d0d455	fs_player_female_club_attack_back_04_41a3175532	fs_player_female_club_attack_back_05_748874ebf5	fs_player_female_club_attack_back_06_256ba9f387	fs_player_female_club_attack_back_07_bbf123ccb4	fs_player_female_club_attack_back_08_9c3df69e62	fs_player_female_club_attack_back_09_685e1d1808	fs_player_female_club_attack_back_10_3efae73028	fs_player_female_club_attack_back_11_60de1934e6	fs_player_female_club_attack_back_12_568dc9b065	fs_player_female_club_attack_back_13_ec52511d0d	fs_player_female_club_attack_back_14_b3ef0ebe2a	fs_player_female_club_attack_back_15_f6bec02145
player_female_club	attack	front	20	0	128	128	64	96	48	fs_player_female_club_attack_front_00_3e9f372b29	fs_player_female_club_attack_front_01_0b8e808db6	fs_player_female_club_attack_front_02_08814d5540	fs_player_female_club_attack_front_03_dc98161a04	fs_player_female_club_attack_front_04_7674d7c01e	fs_player_female_club_attack_front_05_917c400f7f	fs_player_female_club_attack_front_06_e1879e0a51	fs_player_female_club_attack_front_07_9fd54f5b2f	fs_player_female_club_attack_front_08_b34eaa10c3	fs_player_female_club_attack_front_09_e830bd5a7c	fs_player_female_club_attack_front_10_fce6d989e8	fs_player_female_club_attack_front_11_8356af09b1	fs_player_female_club_attack_front_12_815c44ffc8	fs_player_female_club_attack_front_13_1ebe4f4ee8	fs_player_female_club_attack_front_14_bd2135c44e	fs_player_female_club_attack_front_15_3e9f372b29
player_female_club	attack	left	20	0	128	128	64	96	48	fs_player_female_club_attack_left_00_35f234cd5a	fs_player_female_club_attack_left_01_a70167c132	fs_player_female_club_attack_left_02_322298618b	fs_player_female_club_attack_left_03_4b8b04d949	fs_player_female_club_attack_left_04_6c7fd8e869	fs_player_female_club_attack_left_05_7b126e6b0a	fs_player_female_club_attack_left_06_87a972364d	fs_player_female_club_attack_left_07_c16d0dd778	fs_player_female_club_attack_left_08_76ef2ef663	fs_player_female_club_attack_left_09_27668c2bad	fs_player_female_club_attack_left_10_ddd3eaa530	fs_player_female_club_attack_left_11_5369b3f994	fs_player_female_club_attack_left_12_0d32e742cf	fs_player_female_club_attack_left_13_931aef73d1	fs_player_female_club_attack_left_14_5464725e5e	fs_player_female_club_attack_left_15_35f234cd5a
player_female_club	attack	right	20	0	128	128	64	96	48	fs_player_female_club_attack_right_00_664b231e98	fs_player_female_club_attack_right_01_0b2a96a3dd	fs_player_female_club_attack_right_02_27d4a06b1b	fs_player_female_club_attack_right_03_e1e6617440	fs_player_female_club_attack_right_04_d534f96f3a	fs_player_female_club_attack_right_05_d2b641453a	fs_player_female_club_attack_right_06_d5e0764e68	fs_player_female_club_attack_right_07_22261aa51d	fs_player_female_club_attack_right_08_30828690cc	fs_player_female_club_attack_right_09_f772028208	fs_player_female_club_attack_right_10_7a2a6bfdf6	fs_player_female_club_attack_right_11_521ff1eecd	fs_player_female_club_attack_right_12_bcf78d25a1	fs_player_female_club_attack_right_13_d953b92e44	fs_player_female_club_attack_right_14_292af5a750	fs_player_female_club_attack_right_15_664b231e98
player_female_club	death	back	10	0	128	128	64	96	48	fs_player_female_club_death_back_00_0343ed3329	fs_player_female_club_death_back_01_ed802940e5	fs_player_female_club_death_back_02_1461a77f3e	fs_player_female_club_death_back_03_09f7db547f	fs_player_female_club_death_back_04_6b8de44dde	fs_player_female_club_death_back_05_ee2ce96d4d	fs_player_female_club_death_back_06_7bc3dccb0e	fs_player_female_club_death_back_07_74d7b3376b
player_female_club	death	front	10	0	128	128	64	96	48	fs_player_female_club_death_front_00_c10170e213	fs_player_female_club_death_front_01_de69b25312	fs_player_female_club_death_front_02_9656f09897	fs_player_female_club_death_front_03_a5ace646d9	fs_player_female_club_death_front_04_999d297078	fs_player_female_club_death_front_05_f5e6f549fc	fs_player_female_club_death_front_06_f3ee2cbaf2	fs_player_female_club_death_front_07_4778c9ae69
player_female_club	death	left	10	0	128	128	64	96	48	fs_player_female_club_death_left_00_8d7111bde6	fs_player_female_club_death_left_01_38d13a84bc	fs_player_female_club_death_left_02_0098b1dbea	fs_player_female_club_death_left_03_386bf168d5	fs_player_female_club_death_left_04_010ec6bcb9	fs_player_female_club_death_left_05_4c349f55f7	fs_player_female_club_death_left_06_cd0b1b432a	fs_player_female_club_death_left_07_87a0a5629d
player_female_club	death	right	10	0	128	128	64	96	48	fs_player_female_club_death_right_00_0e0be5d13c	fs_player_female_club_death_right_01_84a232f66a	fs_player_female_club_death_right_02_48e72843d5	fs_player_female_club_death_right_03_678a61aa43	fs_player_female_club_death_right_04_06bad70a39	fs_player_female_club_death_right_05_bbe5329b30	fs_player_female_club_death_right_06_ea1b7e3556	fs_player_female_club_death_right_07_9dea520c97
player_female_club	hit	back	12	0	96	96	48	80	48	fs_player_female_club_hit_back_00_f6e000340c	fs_player_female_club_hit_back_01_aef172cab8	fs_player_female_club_hit_back_02_f363e3472f	fs_player_female_club_hit_back_03_9dec4d1cf8	fs_player_female_club_hit_back_04_0ad33ed8e6	fs_player_female_club_hit_back_05_8d581befc3	fs_player_female_club_hit_back_06_9fde9ffde0	fs_player_female_club_hit_back_07_e7faf01949
player_female_club	hit	front	12	0	96	96	48	80	48	fs_player_female_club_hit_front_00_cc86b1e2ee	fs_player_female_club_hit_front_01_6a97a91301	fs_player_female_club_hit_front_02_1af3c99e1f	fs_player_female_club_hit_front_03_ef87f95481	fs_player_female_club_hit_front_04_d1758cb5a1	fs_player_female_club_hit_front_05_0a906ecfd2	fs_player_female_club_hit_front_06_033b81512a	fs_player_female_club_hit_front_07_f05ef9c1cd
player_female_club	hit	left	12	0	96	96	48	80	48	fs_player_female_club_hit_left_00_de42620e69	fs_player_female_club_hit_left_01_a1bd8a73b7	fs_player_female_club_hit_left_02_5add546911	fs_player_female_club_hit_left_03_9924a770bc	fs_player_female_club_hit_left_04_2112357a1a	fs_player_female_club_hit_left_05_b59cb7d786	fs_player_female_club_hit_left_06_389602d2d4	fs_player_female_club_hit_left_07_24a2669246
player_female_club	hit	right	12	0	96	96	48	80	48	fs_player_female_club_hit_right_00_a90d0ed7f3	fs_player_female_club_hit_right_01_e38a51ac43	fs_player_female_club_hit_right_02_660997e535	fs_player_female_club_hit_right_03_1edb2e2c78	fs_player_female_club_hit_right_04_c8a5190925	fs_player_female_club_hit_right_05_ff42d81f8b	fs_player_female_club_hit_right_06_74f25b4242	fs_player_female_club_hit_right_07_36daf6cde9
player_female_club	idle	back	6	1	96	96	48	80	48	fs_player_female_club_idle_back_00_f87dd3395d	fs_player_female_club_idle_back_01_b9f4fdfa06	fs_player_female_club_idle_back_02_f87dd3395d	fs_player_female_club_idle_back_03_2168ed2ce1
player_female_club	idle	front	6	1	96	96	48	80	48	fs_player_female_club_idle_front_00_283b6b01f2	fs_player_female_club_idle_front_01_737ef55bc7	fs_player_female_club_idle_front_02_283b6b01f2	fs_player_female_club_idle_front_03_ba5ac75801
player_female_club	idle	left	6	1	96	96	48	80	48	fs_player_female_club_idle_left_00_2d63c9f88e	fs_player_female_club_idle_left_01_b5b9a99d16	fs_player_female_club_idle_left_02_2d63c9f88e	fs_player_female_club_idle_left_03_c392603804
player_female_club	idle	right	6	1	96	96	48	80	48	fs_player_female_club_idle_right_00_113b4df305	fs_player_female_club_idle_right_01_9a2dc6c2f6	fs_player_female_club_idle_right_02_113b4df305	fs_player_female_club_idle_right_03_72abd60840
player_female_club	sprint	back	14	1	96	96	48	80	48	fs_player_female_club_sprint_back_00_c37f97cf6a	fs_player_female_club_sprint_back_01_a0b8060bc2	fs_player_female_club_sprint_back_02_0b1654dbd1	fs_player_female_club_sprint_back_03_7893aca319	fs_player_female_club_sprint_back_04_fbc5688929	fs_player_female_club_sprint_back_05_d77ba90463	fs_player_female_club_sprint_back_06_a190b4c47f	fs_player_female_club_sprint_back_07_803bd179b2
player_female_club	sprint	front	14	1	96	96	48	80	48	fs_player_female_club_sprint_front_00_231db33bb0	fs_player_female_club_sprint_front_01_6a38838df3	fs_player_female_club_sprint_front_02_9dc641930a	fs_player_female_club_sprint_front_03_d50165f5fd	fs_player_female_club_sprint_front_04_04d8e21b53	fs_player_female_club_sprint_front_05_894c0e9202	fs_player_female_club_sprint_front_06_5c66ec9099	fs_player_female_club_sprint_front_07_3336c08955
player_female_club	sprint	left	14	1	96	96	48	80	48	fs_player_female_club_sprint_left_00_e8f8bc05c1	fs_player_female_club_sprint_left_01_022bd2eef0	fs_player_female_club_sprint_left_02_f3f1b35214	fs_player_female_club_sprint_left_03_a239198566	fs_player_female_club_sprint_left_04_0b7cb279bd	fs_player_female_club_sprint_left_05_3c00782d8c	fs_player_female_club_sprint_left_06_cd0e8ce5a8	fs_player_female_club_sprint_left_07_a584d728d9
player_female_club	sprint	right	14	1	96	96	48	80	48	fs_player_female_club_sprint_right_00_94f470b198	fs_player_female_club_sprint_right_01_77876bddfd	fs_player_female_club_sprint_right_02_4d39633165	fs_player_female_club_sprint_right_03_e71675d449	fs_player_female_club_sprint_right_04_ea9e0321ca	fs_player_female_club_sprint_right_05_bff664b2df	fs_player_female_club_sprint_right_06_d474636a43	fs_player_female_club_sprint_right_07_6e343cf277
player_female_club	walk	back	10	1	96	96	48	80	48	fs_player_female_club_walk_back_00_57703c46a8	fs_player_female_club_walk_back_01_d2e745ef29	fs_player_female_club_walk_back_02_2ab78d0747	fs_player_female_club_walk_back_03_63b5967d65	fs_player_female_club_walk_back_04_7153bf0c06	fs_player_female_club_walk_back_05_aa371564fc	fs_player_female_club_walk_back_06_6567c2812a	fs_player_female_club_walk_back_07_db2acb5538
player_female_club	walk	front	10	1	96	96	48	80	48	fs_player_female_club_walk_front_00_41da892d84	fs_player_female_club_walk_front_01_e822f0519e	fs_player_female_club_walk_front_02_ee524cb991	fs_player_female_club_walk_front_03_6c81a2fd31	fs_player_female_club_walk_front_04_2685bbb94c	fs_player_female_club_walk_front_05_d76fb2b8df	fs_player_female_club_walk_front_06_c0dd6115d7	fs_player_female_club_walk_front_07_ea6b81764d
player_female_club	walk	left	10	1	96	96	48	80	48	fs_player_female_club_walk_left_00_4aea4edb92	fs_player_female_club_walk_left_01_8af7cbf225	fs_player_female_club_walk_left_02_4765d01f5e	fs_player_female_club_walk_left_03_4952f9146c	fs_player_female_club_walk_left_04_88dbdc6999	fs_player_female_club_walk_left_05_1b91ef2ba4	fs_player_female_club_walk_left_06_d4a5d653bd	fs_player_female_club_walk_left_07_fcb0a36616
player_female_club	walk	right	10	1	96	96	48	80	48	fs_player_female_club_walk_right_00_a5f4b71b74	fs_player_female_club_walk_right_01_cdac859f3f	fs_player_female_club_walk_right_02_8dd471e81b	fs_player_female_club_walk_right_03_0ffc3a47bf	fs_player_female_club_walk_right_04_314ca3b0ed	fs_player_female_club_walk_right_05_6bdac382a6	fs_player_female_club_walk_right_06_3de9b07fe2	fs_player_female_club_walk_right_07_75a7697dcf
player_female_unarmed	attack	back	20	0	128	128	64	96	48	fs_player_female_unarmed_attack_back_00_f7e4955014	fs_player_female_unarmed_attack_back_01_94b3b8a6f7	fs_player_female_unarmed_attack_back_02_55672f36ff	fs_player_female_unarmed_attack_back_03_9308b545d8	fs_player_female_unarmed_attack_back_04_35f09f03a9	fs_player_female_unarmed_attack_back_05_472c56ae6f	fs_player_female_unarmed_attack_back_06_bfbf453909	fs_player_female_unarmed_attack_back_07_6db1a4e1a2	fs_player_female_unarmed_attack_back_08_2feb41c530	fs_player_female_unarmed_attack_back_09_4b413333dc	fs_player_female_unarmed_attack_back_10_0ead9fecc1	fs_player_female_unarmed_attack_back_11_35f09f03a9	fs_player_female_unarmed_attack_back_12_9308b545d8	fs_player_female_unarmed_attack_back_13_55672f36ff	fs_player_female_unarmed_attack_back_14_94b3b8a6f7	fs_player_female_unarmed_attack_back_15_f7e4955014
player_female_unarmed	attack	front	20	0	128	128	64	96	48	fs_player_female_unarmed_attack_front_00_8618b35e38	fs_player_female_unarmed_attack_front_01_68cd461604	fs_player_female_unarmed_attack_front_02_d97a893727	fs_player_female_unarmed_attack_front_03_092f3fbf67	fs_player_female_unarmed_attack_front_04_6e45fb1b49	fs_player_female_unarmed_attack_front_05_a441f4091d	fs_player_female_unarmed_attack_front_06_e11b45d14e	fs_player_female_unarmed_attack_front_07_f0366ec848	fs_player_female_unarmed_attack_front_08_c0a20fca73	fs_player_female_unarmed_attack_front_09_93e540ae5c	fs_player_female_unarmed_attack_front_10_3f05dcb9ef	fs_player_female_unarmed_attack_front_11_6e45fb1b49	fs_player_female_unarmed_attack_front_12_092f3fbf67	fs_player_female_unarmed_attack_front_13_d97a893727	fs_player_female_unarmed_attack_front_14_68cd461604	fs_player_female_unarmed_attack_front_15_8618b35e38
player_female_unarmed	attack	left	20	0	128	128	64	96	48	fs_player_female_unarmed_attack_left_00_50facf662f	fs_player_female_unarmed_attack_left_01_a1853a17fc	fs_player_female_unarmed_attack_left_02_5e047d452d	fs_player_female_unarmed_attack_left_03_1f046de760	fs_player_female_unarmed_attack_left_04_298af17d21	fs_player_female_unarmed_attack_left_05_5c5766ac4f	fs_player_female_unarmed_attack_left_06_d03971fb9e	fs_player_female_unarmed_attack_left_07_78fa0d9465	fs_player_female_unarmed_attack_left_08_1fee920493	fs_player_female_unarmed_attack_left_09_f686b249a1	fs_player_female_unarmed_attack_left_10_11e11cb00f	fs_player_female_unarmed_attack_left_11_298af17d21	fs_player_female_unarmed_attack_left_12_1f046de760	fs_player_female_unarmed_attack_left_13_5e047d452d	fs_player_female_unarmed_attack_left_14_a1853a17fc	fs_player_female_unarmed_attack_left_15_50facf662f
player_female_unarmed	attack	right	20	0	128	128	64	96	48	fs_player_female_unarmed_attack_right_00_89a35ea71e	fs_player_female_unarmed_attack_right_01_e623595b36	fs_player_female_unarmed_attack_right_02_5fe25e6a7f	fs_player_female_unarmed_attack_right_03_14ec7a3a27	fs_player_female_unarmed_attack_right_04_ff072d1ca3	fs_player_female_unarmed_attack_right_05_e137ceba0a	fs_player_female_unarmed_attack_right_06_9f6bc68a13	fs_player_female_unarmed_attack_right_07_cfd1c66c3d	fs_player_female_unarmed_attack_right_08_56b22ffb6a	fs_player_female_unarmed_attack_right_09_c3d995fe27	fs_player_female_unarmed_attack_right_10_b1f0ef2db6	fs_player_female_unarmed_attack_right_11_ff072d1ca3	fs_player_female_unarmed_attack_right_12_14ec7a3a27	fs_player_female_unarmed_attack_right_13_5fe25e6a7f	fs_player_female_unarmed_attack_right_14_e623595b36	fs_player_female_unarmed_attack_right_15_89a35ea71e
player_female_unarmed	death	back	10	0	128	128	64	96	48	fs_player_female_unarmed_death_back_00_408598e0b7	fs_player_female_unarmed_death_back_01_c909fd0e2b	fs_player_female_unarmed_death_back_02_517e8260d8	fs_player_female_unarmed_death_back_03_104b292d80	fs_player_female_unarmed_death_back_04_415ecd2c41	fs_player_female_unarmed_death_back_05_fb042f39fd	fs_player_female_unarmed_death_back_06_f325431310	fs_player_female_unarmed_death_back_07_98eb889603
player_female_unarmed	death	front	10	0	128	128	64	96	48	fs_player_female_unarmed_death_front_00_e6dbedd354	fs_player_female_unarmed_death_front_01_5c38d271ff	fs_player_female_unarmed_death_front_02_0e61cb0e0d	fs_player_female_unarmed_death_front_03_7b9903f985	fs_player_female_unarmed_death_front_04_f8020842a0	fs_player_female_unarmed_death_front_05_9d9cc76986	fs_player_female_unarmed_death_front_06_09d7a58331	fs_player_female_unarmed_death_front_07_e35692a51d
player_female_unarmed	death	left	10	0	128	128	64	96	48	fs_player_female_unarmed_death_left_00_aadf56a11a	fs_player_female_unarmed_death_left_01_d1fef528d5	fs_player_female_unarmed_death_left_02_a0619aa9d7	fs_player_female_unarmed_death_left_03_126c70d1fe	fs_player_female_unarmed_death_left_04_d2370ccb9e	fs_player_female_unarmed_death_left_05_9a8514b561	fs_player_female_unarmed_death_left_06_8fe84c46d7	fs_player_female_unarmed_death_left_07_698e32e3df
player_female_unarmed	death	right	10	0	128	128	64	96	48	fs_player_female_unarmed_death_right_00_651d722b81	fs_player_female_unarmed_death_right_01_13f611a6d0	fs_player_female_unarmed_death_right_02_bf9759c6a9	fs_player_female_unarmed_death_right_03_4d1b86ef53	fs_player_female_unarmed_death_right_04_218e20b81d	fs_player_female_unarmed_death_right_05_10ec369d14	fs_player_female_unarmed_death_right_06_cc4e674dcb	fs_player_female_unarmed_death_right_07_285c657c6c
player_female_unarmed	hit	back	12	0	96	96	48	80	48	fs_player_female_unarmed_hit_back_00_548f3029ce	fs_player_female_unarmed_hit_back_01_c618ec853d	fs_player_female_unarmed_hit_back_02_62a1d4a60b	fs_player_female_unarmed_hit_back_03_b1046b3b77	fs_player_female_unarmed_hit_back_04_eac0218a40	fs_player_female_unarmed_hit_back_05_f3f06a3ca5	fs_player_female_unarmed_hit_back_06_ceb9bd6ea4	fs_player_female_unarmed_hit_back_07_60c6e25b8a
player_female_unarmed	hit	front	12	0	96	96	48	80	48	fs_player_female_unarmed_hit_front_00_e16bb0ae6b	fs_player_female_unarmed_hit_front_01_e9cddba108	fs_player_female_unarmed_hit_front_02_01e959553f	fs_player_female_unarmed_hit_front_03_75ed9abe92	fs_player_female_unarmed_hit_front_04_778a2a79ff	fs_player_female_unarmed_hit_front_05_3d4a358fb1	fs_player_female_unarmed_hit_front_06_6010160419	fs_player_female_unarmed_hit_front_07_9ca48dfc6b
player_female_unarmed	hit	left	12	0	96	96	48	80	48	fs_player_female_unarmed_hit_left_00_a39a8cd1ef	fs_player_female_unarmed_hit_left_01_6af91ba6b1	fs_player_female_unarmed_hit_left_02_804e225878	fs_player_female_unarmed_hit_left_03_496024e521	fs_player_female_unarmed_hit_left_04_4b74304bd0	fs_player_female_unarmed_hit_left_05_b617c09224	fs_player_female_unarmed_hit_left_06_d648eb7c78	fs_player_female_unarmed_hit_left_07_e0684afd43
player_female_unarmed	hit	right	12	0	96	96	48	80	48	fs_player_female_unarmed_hit_right_00_438207326c	fs_player_female_unarmed_hit_right_01_060b000ec0	fs_player_female_unarmed_hit_right_02_0cc11f47ad	fs_player_female_unarmed_hit_right_03_0e86360ee6	fs_player_female_unarmed_hit_right_04_a1f73beecc	fs_player_female_unarmed_hit_right_05_a2af8a6bc9	fs_player_female_unarmed_hit_right_06_f38bc6dadc	fs_player_female_unarmed_hit_right_07_1c5cf1d664
player_female_unarmed	idle	back	6	1	96	96	48	80	48	fs_player_female_unarmed_idle_back_00_503551edb7	fs_player_female_unarmed_idle_back_01_dbbb475cb3	fs_player_female_unarmed_idle_back_02_503551edb7	fs_player_female_unarmed_idle_back_03_bb34b7f6ef
player_female_unarmed	idle	front	6	1	96	96	48	80	48	fs_player_female_unarmed_idle_front_00_bc8b765e5c	fs_player_female_unarmed_idle_front_01_c1c88090db	fs_player_female_unarmed_idle_front_02_bc8b765e5c	fs_player_female_unarmed_idle_front_03_f46825f851
player_female_unarmed	idle	left	6	1	96	96	48	80	48	fs_player_female_unarmed_idle_left_00_21cad560af	fs_player_female_unarmed_idle_left_01_c59222a869	fs_player_female_unarmed_idle_left_02_21cad560af	fs_player_female_unarmed_idle_left_03_c23383816c
player_female_unarmed	idle	right	6	1	96	96	48	80	48	fs_player_female_unarmed_idle_right_00_b19eb5ebe5	fs_player_female_unarmed_idle_right_01_1751e5329e	fs_player_female_unarmed_idle_right_02_b19eb5ebe5	fs_player_female_unarmed_idle_right_03_324e606235
player_female_unarmed	sprint	back	14	1	96	96	48	80	48	fs_player_female_unarmed_sprint_back_00_c1b7ad5d97	fs_player_female_unarmed_sprint_back_01_3d760d25c9	fs_player_female_unarmed_sprint_back_02_81d4f059b2	fs_player_female_unarmed_sprint_back_03_8dfb67651f	fs_player_female_unarmed_sprint_back_04_42f4815a9e	fs_player_female_unarmed_sprint_back_05_95f5ebfa28	fs_player_female_unarmed_sprint_back_06_87353193a4	fs_player_female_unarmed_sprint_back_07_65e1f4b2b3
player_female_unarmed	sprint	front	14	1	96	96	48	80	48	fs_player_female_unarmed_sprint_front_00_f70abbe879	fs_player_female_unarmed_sprint_front_01_48c6ae1d03	fs_player_female_unarmed_sprint_front_02_7c17688cd9	fs_player_female_unarmed_sprint_front_03_1abb9b0562	fs_player_female_unarmed_sprint_front_04_65e4ee94fd	fs_player_female_unarmed_sprint_front_05_3b4c1bf026	fs_player_female_unarmed_sprint_front_06_88da8a4438	fs_player_female_unarmed_sprint_front_07_7f7fa2faa4
player_female_unarmed	sprint	left	14	1	96	96	48	80	48	fs_player_female_unarmed_sprint_left_00_7d0a720b0e	fs_player_female_unarmed_sprint_left_01_63182764fd	fs_player_female_unarmed_sprint_left_02_9c1e0b5626	fs_player_female_unarmed_sprint_left_03_a55ebfb2f5	fs_player_female_unarmed_sprint_left_04_e148245ea7	fs_player_female_unarmed_sprint_left_05_134f6bcb5e	fs_player_female_unarmed_sprint_left_06_14ff16fb8a	fs_player_female_unarmed_sprint_left_07_12814ee06e
